name;address;nature;nightlife;drink;music;dance;history;sports;art;museum;walk;restaurant;movie
McCluskys;4 Bishops Hall, Thames Street, Kingston upon Thames, United Kingdom;;1;1;1;1;;;;;;1;
The Ivy House;40 Stuart Rd;;1;1;1;1;;;;;;;
South Woodford Cricket and Sports Club;United Kingdom;;;;;;;1;;;;;
Brunswick Park;London, United Kingdom;1;;;;;;;;;1;;
Queen's Club Gardens;London, United Kingdom;;;;;;;;;;1;;
Royston Park;Sutton, United Kingdom;1;;;;;;;;;1;;
Missoula;105-111 South St.;;1;1;1;1;;;;;;1;
Raynes Park Vale FC;London, United Kingdom;;;;;;;1;;;;;
Fassnidge Park;Uxbridge, United Kingdom;1;;;;;;1;;;;;
Aqua Sheko;14 Holland Street, London, United Kingdom;;;;;;;;;;;;
The Buff;;;1;1;1;;;;;;;1;
Agnes Riley Gardens;Atkins Road, London, United Kingdom;1;;;;;;1;;;1;;
Waring Park;United Kingdom;1;;;;;;;;;1;;
Cricklefield Stadium;Ilford, United Kingdom;;;;;;;1;;;;;
Langthorne Park;London, United Kingdom;1;;;;;;;;;1;;
King George's Park Toilets;London, United Kingdom;1;;;;;;;;;1;;
Quarry Park;Sutton, United Kingdom;1;;;;;;;;;1;;
The Yard Theatre;Queen's Yard;;;;;;;;;;;;
Amy Winehouse's Home;Camden Square;;;;;;1;;;;1;;
Craig Park;London, United Kingdom;1;;;;;;;;;1;;
Dermadoc Clinic;96 Fulham Palace Road, London, United Kingdom;;;;;;;;;;;;
Albert Road Recreation Ground;London, United Kingdom;1;;;;;;1;;;1;;
Lawns Park;Romford, United Kingdom;1;;;;;;1;;;1;;
Lodge Farm Park;Romford, United Kingdom;1;;;;;;;;;1;;
Saint John's Wood Church Gardens;London, United Kingdom;1;;;;;;;;;1;;
Hampstead Heath;South Hill Park, London, United Kingdom;;;;;;;;;;1;;
Kew Gardens Herbarium;;;;;;;1;;;;;;
David Lloyd Beckenham;Stanhope Grove, Beckenham, United Kingdom;;;;;;;1;;;;;
Electric Brixton;Town Hall Parade, Brixton, London, SW2 1RJ, United Kingdom;;1;1;1;1;;;;;;;
Saint James Park;London, United Kingdom;1;;;;;;;;;1;;
The Great Western;;;;1;;;;;;;;1;
Tottenham;Tottenham, London;;;;;;;;;;1;;
Myjumbie.com;83 Church Rd, Croydon, London, United Kingdom;;;1;;;;;;;;;
Lyndhurst Park;United Kingdom;1;;;;;;;;;1;;
Knights Hill Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Adamina Day Spa;276-280 Kensington High Street, London, United Kingdom;;;;;;;;;;;;
The Plough Bar & Kitchen;89 St John's Hill;;1;1;1;;;;;;;1;
Stanley Arms;;;1;1;1;1;;;;;;;
Bird in Bush Park;London, United Kingdom;1;;;;;;;;;1;;
Jolly Fenman;;;1;1;1;;;;;;;;
Wembley Way;Wembley Way;;;;;;;;;;1;;
Stanley Park;United Kingdom;1;;;;;;;;;1;;
Avenue House Grounds;London, United Kingdom;1;;;;;;;;;1;;
Battersea Mess and Music Hall;49 Lavender Gardens;;1;1;1;;;;;;;;
Elmers End Green;Croydon Road, Beckenham, United Kingdom;;;;;;;;;;1;;
Forestdale Forum;Bardolph Avenue;;1;1;1;1;;;;;;1;
Getty Images Gallery;1119, 2, Westfield Stratford City, Stratford, United Kingdom;;;;;;;;1;;;;
Rising Sun;;;1;1;1;;;;;;;1;
Lavender Park;London, United Kingdom;1;;;;;;1;;;1;;
Violet Hill Gardens;London, United Kingdom;1;;;;;;;;;1;;
Valence Park;United Kingdom;1;;;;;;;;;1;;
Son Gallery;133 Copeland Road, London, United Kingdom;;;;;;;;1;;;;
Shooshh Nightclub;12-20 Crown Hill, Croydon, London, CR0 1RZ, United Kingdom;;1;1;1;1;;;;;;;
The Opera House Nightclub;2 Chesnut Road, London, United Kingdom;;1;1;1;1;;;;;;;
Severndroog Castle;London, United Kingdom;;;;;;1;;;;1;;
The Oak;Widmore Road;;1;1;1;;;;;;;1;
Angel;Everywhere!;;;;;;;;;;1;;
Sprout Community Arts;74 Moyser Road, London, United Kingdom;;;;;;;;1;;;;
Philbeach Gardens;London, United Kingdom;1;;;;;;;;;1;;
Touch Spa;3 Kenway Road, London, Earls Court, United Kingdom;;;;;;;;;;;;
Twyford Gardens;London, United Kingdom;1;;;;;;;;;1;;
Vibe Gallery;100 Clement's Road, London, United Kingdom;;;;;;;;1;;;;
Twinkle Park;London, United Kingdom;1;;;;;;;;;1;;
Harbour Club;Watermeadow Lane, London, Chelsea, United Kingdom;;;;;;;1;;;;;
Everyman Maida Vale;215 Sutherland Avenue, London, United Kingdom;;;;;;;;;;;;1
White Cube;144-152 Bermondsey Street, London, United Kingdom;;;;;;;;1;1;;;
Charlton Athletic F.C. Training Ground;London, United Kingdom;;;;;;;1;;;;;
Sebright Arms;31-35 Coate St;;1;1;1;;;;;;;1;
King's Court Galleries;949-953, Fulham Road, London, United Kingdom;;;;;;;;1;;;;
The Great Harry;;;1;1;1;;;;;;;1;
Aspers Casino;The Loft, 312 Montfichet Road, Olympic Park, London, United Kingdom;;1;1;;;;;;;;1;
The Cock Tavern;;;1;1;1;;;;;;;;
Perrets Field;Sutton, United Kingdom;1;;;;;;;;;1;;
Nightingale Gardens;London, United Kingdom;1;;;;;;;;;1;;
The House Mill;The Millerâ€™s House, Three Mill Lane, Bromley-by-Bow, London, United Kingdom;;;;;;1;;;;1;;
Hale End Sportsground;London, United Kingdom;;;;;;;1;;;;;
OSpa and Salon Kensington;45 Phillimore Walk, London, United Kingdom;;;;;;;;;;;;
Ealing Lawn Tennis Club;Daniel Road (off Creffield Road), Ealing, London, United Kingdom;;;;;;;1;;;;;
Barracuda Bar;8 The Mall, London, United Kingdom;;1;1;1;1;;;;;;;
Streatham Green;London, United Kingdom;1;;;;;;;;;1;;
Royal Victoria Gardens;London, United Kingdom;1;;;;;;;;;1;;
Fielders Sports Ground;United Kingdom;1;;;;;;1;;;1;;
The Corrib Rest;82 Salisbury Rd;;1;1;1;;;;;;;1;
The World's End;174 Camden High St;;1;1;1;;;;;;;1;
Pepys Park;London, United Kingdom;1;;;;;;;;;1;;
Chelsea Gardener;125 Sydney Street, London, United Kingdom;;;;;;;;;;1;;
Tommy Flynns;253 Ealing Rd.;;1;1;1;1;;;;;;1;
Islip Manor Park;United Kingdom;1;;;;;;;;;1;;
Star Lane Park;London, United Kingdom;1;;;;;;;;;1;;
Greenwich Heritage Centre;Artillery Square, Royal Arsenal, London, United Kingdom;;;;;;1;;;;1;;
Cleveland Park;London, United Kingdom;1;;;;;;;;;1;;
Casa Spa;439 Edgware Road, London, United Kingdom;;;;;;;;;;;;
Spaone Thai Relaxation Spa;Holiday Villa Hotel, 35-37 Leinster Gardens, London, United Kingdom;;;;;;;;;;;;
Whitehorse Road Recreation Ground;Croydon, United Kingdom;1;;;;;;;;;1;;
Addiscombe Recreation Ground;Bingham Road, Croydon, United Kingdom;1;;;;;;1;;;1;;
Ashburton Playing Fields;Croydon, United Kingdom;1;;;;;;;;;1;;
Catto Gallery Ltd;100 Heath Street, London, United Kingdom;;;;;;;;1;;;;
Wandle Meadow Nature Park;London, United Kingdom;1;;;;;;;;;1;;
New Southgate Recreation Ground;London, United Kingdom;1;;;;;;1;;;1;;
The White Hart Inn;Knellar Road;;1;1;1;;;;;;;1;
Sutton Green;Sutton, United Kingdom;1;;;;;;;;;1;;
Cutty Sark;King William Walk;;;;;;;;;;1;;
The Althorp;20 Bellevue Road;;1;1;1;;;;;;;1;
Hua Ren Tang;64 Edgware Road, London, United Kingdom;;;;;;;;;;;;
The Hope and Anchor;207 Upper St;;1;1;1;1;;;;;;;
Art Rebellion;171 Brighton Road, Town Centre, Coulsdon, United Kingdom;;;1;;;;;1;;;;
The Course;London, United Kingdom;1;;;;;;;;;1;;
Queen's Gardens;London, United Kingdom;1;;;;;;;;;1;;
Saint James's Gardens;London, United Kingdom;1;;;;;;;;;1;;
Nunhead Green;London, United Kingdom;1;;;;;;;;;1;;
Inwood Park;Inwood Road, Hounslow, United Kingdom;1;;;;;;;;;1;;
Coombe Park;Croydon, United Kingdom;1;;;;;;1;;;1;;
Catford Bridge Tavern;Station App.;;1;1;1;1;;;;;;1;
Streatham Vale Park;Abercairn Road, London, United Kingdom;1;;;;;;;;;1;;
Higher Drive Recreation Ground;United Kingdom;1;;;;;;;;;1;;
Hogsmill Open Space;United Kingdom;1;;;;;;;;;1;;
Proud Camden;The Stables Market;;1;1;1;1;;;;;;;
Keir Hardie Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Powerleague Millhill;London, United Kingdom;;;;;;;1;;;;;
Camden Lock;Camden High St.;;;1;;;;;1;;1;1;
The Whitewebbs Museum of Transport;Enfield, United Kingdom;;;;;;;;;1;;;
Redlees studios;Isleworth, United Kingdom;;;;;;;;1;;;;
Beaufort Pub & Dining;2 Heritage Avenue;;1;1;1;;;;;;;1;
The Watchman (Wetherspoon);184 High St.;;1;1;1;;;;;;;1;
Norwood Grove Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Serpentine Sackler Gallery;West Carriage Drive, London, United Kingdom;;;;;;;;1;;;;
Arsenal Museum;75 Drayton Park, London, United Kingdom;;;;;;;;;1;;;
Club Favour;;;1;1;1;1;;;;;;;
Grove Gardens;United Kingdom;1;;;;;;;;;1;;
Horsenden Hill;United Kingdom;1;;;;;;;;;1;;
The Clapton Hart;231 Lower Clapton St.;;1;1;1;1;;;;;;1;
Friendly Gardens;London, United Kingdom;1;;;;;;;;;1;;
Lemongrass Boutique Spa;8 Seymour Place, London, United Kingdom;;;;;;;;;;;;
Brockwell Park BMX Track;London, United Kingdom;1;;;;;;1;;;1;;
Chiswick Common;London, United Kingdom;;;;;;;;;;1;;
Jewish Military Museum;Shield House, Harmony Way, London, United Kingdom;;;;;;;;;1;;;
Lyle Park;London, United Kingdom;1;;;;;;;;;1;;
Odeon Marble Arch;10 Edgware Road, Marble Arch, London, United Kingdom;;;;;;;;;;;;1
Hayes End Recreation Ground;Kingsway, Hayes, United Kingdom;1;;;;;;1;;;1;;
Bramley Sports Ground;London, United Kingdom;;;;;;;1;;;1;;
Kings College Playing Fields;United Kingdom;;;;;;;1;;;1;;
The Hippodrome Casino London;Cranbourn Street, Leicester Square, London, United Kingdom;;1;1;;;;;;;;;
The Old Frizzle;74 The Broadway;;1;1;1;;;;;;;1;
Rotary Field;United Kingdom;1;;;;;;;;;1;;
Forest Hill Pools;Dartmouth Road, London, United Kingdom;;;;;;;1;;;;;
Wrythe Green;United Kingdom;1;;;;;;;;;1;;
Plough Green;United Kingdom;1;;;;;;;;;1;;
The Great Harry (Wetherspoon);7-9 Wellington St.;;1;1;1;;;;;;;1;
Premiere Cinemas;Mercury Mall, Mercury Gardens, Romford, United Kingdom;;;1;;;;;;;;1;1
Park Theatre;;;;;;;;;;;;;
Newton Farm Ecology Park;Harrow, United Kingdom;1;;;;;;;;;1;;
Greenwich Park Office;Charlton Way, London, United Kingdom;1;;;;;;;;;1;;
Cineworld at The O2;Peninsular Square, London, United Kingdom;;;1;;;;;;;;1;1
Haling Grove;United Kingdom;1;;;;;;;;;1;;
The Famous Cock;259 Upper Street;;1;1;1;;;;;;;1;
Queensbury Park;Harrow, United Kingdom;1;;;;;;;;;1;;
The Twickenham Museum;25 The Embankment, Twickenham, United Kingdom;;;;;;;;;1;;;
Virgin Active Chiswick Park;566 Chiswick High Road, London, United Kingdom;;;;;;;1;;;;;
Dissenting Academy;Mildmay Park;;1;1;1;;;;;;;1;
Drayton Green;London, United Kingdom;1;;;;;;;;;1;;
LA fitness Muswell Hill;Hillfield Park, London, United Kingdom;;;;;;;1;;;;;
Crouch End;Everywhere!;;;1;;;;;;;1;1;
Love & Liquor;34 Kilburn High Road, London, United Kingdom;;1;1;1;1;;;;;;;
Ravenor Park;United Kingdom;1;;;;;;;;;1;;
Arrandene Open Space;London, United Kingdom;1;;;;;;;;;1;;
Three Bridges Park;Southall, United Kingdom;1;;;;;;;;;1;;
Natural History Museum The Vault;Natural History Museum;;;;;;1;;;1;;;
The Gym Vauxhall;6A St George Wharf, London, United Kingdom;;;;;;;1;;;;;
Archway Leisure Centre;1 MacDonald Road, London, United Kingdom;;;;;;;1;;;;;
Odeon Cinema Streatham;47-49 Streatham High Road, London, United Kingdom;;;;;;;;;;;;1
Tonteria Express;7-12 Sloane Square;;1;1;1;1;;;;;;;
Charlton Conservative Club;51 Charlton Church Lane, London, United Kingdom;;1;1;1;1;;;;;;;
The Candlemaker;;;1;1;1;;;;;;;1;
Hyde Park Square;London, United Kingdom;;;;;;;;;;1;;
Highbury Island;London, United Kingdom;;;;;;;;;;1;;
Catford Bridge;;;;;;;;;;;1;;
Dome Tufnell Park;2A Dartmouth Park Hill, London, United Kingdom;;1;1;1;1;;;;;;;
Gymbox Bank;71 Lombard Street, London, United Kingdom;;;;1;1;;1;;;;;
The Sun of Camberwell;61-63 Coldharbour Ln.;;1;1;1;;;;;;;1;
Herne Hill;Everywhere!;;;;;;;;;;1;;
Clissold Leisure Centre;63 Clissold Road, London, United Kingdom;;;;;;;1;;;;;
Royal Air Force Museum;Grahame Park Way, London, United Kingdom;;;;;;;;1;1;;;
Natural History Museum Dinosaur Gallery;;;;;;;1;;;1;;;
O'Neill's;;;1;1;1;;;;;;;1;
Fitness First Harrow;Unit 35, St George's Centre, St. Anns Rd, Harrow, London, United Kingdom;;;;;;;1;;;;;
Leyton;Everywhere!;;;;;;;;;;1;;
Tolworth Skatepark Bowl;Jubilee Way, Kingston upon Thames, United Kingdom;;;;;;;1;;;;;
Tredegar Square Gardens;London, United Kingdom;1;;;;;;;;;1;;
Ackroyd Drive Green Link;Ackroyd Drive, London, United Kingdom;1;;;;;;;;;1;;
Mile End Park;190 Burdett Road, London, United Kingdom;1;;;;;;;;;1;;
JW3;341-351 Finchley Road;;;;;;;;;;;;1
Little Nan's Bar;46 Deptford Broadway;;1;1;1;1;;;;;;;
The Airman;;;1;1;1;;;;;;;;
Young Vic Theatre;66 The Cut;;;;;;;;;;;;
The Royal Oak;;;;1;;;;;;;;1;
Effra Social;;;1;1;1;1;;;;;;1;
Bittacy Hill Park;London, United Kingdom;1;;;;;;;;;1;;
The Agency Gallery;66 Evelyn Street, Lewisham, Greater London SE8 5DD, United Kingdom;;;;;;;;1;;;;
Ladywell Arena;London, United Kingdom;;;;;;;1;;;;;
Southgate Leisure Centre;Winchmore Hill Road, London, United Kingdom;;;;;;;1;;;;;
Danson Park;United Kingdom;1;;;;;;;;;1;;
Thai Spa;140 Marylebone Road, London, United Kingdom;;;;;;;;;;;;
Westminster Abbey Precincts - Dean's Yard;London, United Kingdom;;;;;;1;;;;1;;
Star By Hackney Downs;33 Queensdown Rd.;;1;1;1;;;;;;;1;
The Crown and Crooked Billet;13 Cross Rd.;;1;1;1;;;;;;;1;
Waterhouse Young Clinic;21 Devonshire Street, London, United Kingdom;;;;;;;;;;;;
Crystal Clubs;1 Poppin Business Centre, Southway, Wembley, United Kingdom;;1;1;1;1;;;;;;1;
easyGym Croydon;London Rd, Croydon, United Kingdom;;;;;;;1;;;;;
Telegraph Hill Park;Kitto Road, London, United Kingdom;1;;;;;;;;;1;;
Mr Fogg's;15 Bruton Ln.;;1;1;1;1;;;;;;;
Virgin Active - Crouch End;31 Topsfield Parade, Tottenham Lane, London, United Kingdom;;;;;;;1;;;;;
Pedal Studio (Wimbledon);7 Elm Grove, Wimbledon, United Kingdom;;;;;;;1;;;;;
VIVA Clinic;102 Harley Street, London, United Kingdom;;;;;;;;;;;;
Chemsford Square Open Space Tennis Courts;London, United Kingdom;;;;;;;1;;;;;
The Railway;;;1;1;1;;;;;;;1;
Queensmead Recreation Ground;Glassmill Lane, Bromley, United Kingdom;1;;;;;;;;;1;;
Emirates Aviation Experience;Edmund Halley Way, London, United Kingdom;;;;;;;;;1;;;
The Art Gallery;103 Victoria Road, Ruislip Manor, United Kingdom;;;;;;;;1;;;;
Eastcote House Grounds;United Kingdom;1;;;;;;;;;1;;
Arnos Park;London, United Kingdom;1;;;;;;;;;1;;
Hagen & Hyde;157 Balham High Rd;;1;1;;;;;;;;1;
Immaqulate Beauty;28 Buckingham Palace Road, Victoria. SW1W 0RE, United Kingdom;;;;;;;;;;;;
Gallions Hill;London, United Kingdom;1;;;;;;;;;1;;
Beckton District Park North;London, United Kingdom;1;;;;;;;;;1;;
West London Art Factory;140 Wales Farm Road, London, United Kingdom;;;;;;;;1;;;;
The Forest Tavern;;;1;1;1;;;;;;;1;
Highams Park;London, United Kingdom;1;;;;;;;;;1;;
Loxford Park;Ilford, United Kingdom;1;;;;;;;;;1;;
West Ham Park;Upton Lane, City, United Kingdom;1;;;;;;;;;1;;
The Wrythe Recreation Ground;Sutton, United Kingdom;1;;;;;;;;;1;;
Watercress Park;London, United Kingdom;1;;;;;;;;;1;;
Wallington Green;United Kingdom;1;;;;;;;;;1;;
Roundshaw Park;United Kingdom;1;;;;;;;;;1;;
Mill Green;United Kingdom;1;;;;;;;;;1;;
Hamilton Avenue Recreation Ground;Sutton, United Kingdom;1;;;;;;;;;1;;
Benhill Recreation Ground;Sutton, United Kingdom;1;;;;;;;;;1;;
Buckland Way Recreation Ground;United Kingdom;1;;;;;;;;;1;;
Cuddington Recreation Ground;United Kingdom;1;;;;;;;;;1;;
Dale Park Recreation Ground;United Kingdom;1;;;;;;;;;1;;
Arsenal Football Club;Highbury House, 75 Drayton Park, London, United Kingdom;;;;;;;1;;;;;
Cineworld - Wembley;107 London Designer Outlet;;;;;;;;;;;;1
Elements Massage London;41 Paddington Street, Marylebone, United Kingdom;;;;;;;;;;;;
Holland Park;Ilchester Place, London, United Kingdom;1;;;;;;1;;;1;;
Kensington Palace Green;London, United Kingdom;;;;;;1;;;;1;;
The Penthouse London;1 Leicester Street, London, United Kingdom;;1;1;1;1;;;;;;1;
Mall Galleries;The Mall, London, United Kingdom;;;;;;;;1;;;;
Kings Place;90 York Way, London, United Kingdom;;;;1;1;;;;;;;
Agua At Sanderson;50 Berners Street, London, United Kingdom;;;;;;;;;;;;
Gray's Inn Gardens;London, United Kingdom;1;;;;;;;;;1;;
Town Park;Enfield, United Kingdom;1;;;;;;;;;1;;
Burgess Park;81 Picton Street, London, United Kingdom;1;;;;;;;;;1;;
The Prince Albert;Pield Heath Road, Uxbridge, UB8 3NQ, United Kingdom;;1;1;1;;;;;;;;
The White House - Stockley Park;Stockley Park, London, UB11 1AA, United Kingdom;;1;1;1;1;;;;;;1;
Cucumba;12 Poland Street, London, United Kingdom;;;;;;;;;;;;
London Swing Dance Society;Ruislip, , United Kingdom;;1;1;1;1;;;;;;;
Concorde Players;The Concorde Club, Crane Lodge Road, Hounslow, TW5 9PQ, United Kingdom;;1;1;1;1;;;;;;;
The Greenwood Hall Pinner Green Social Club;Pinner Green Social Club, The Greenwood Hall, Rickmansworth Road, Pinner, London, HA5 3TJ, United Kingdom;;1;1;1;1;;;;;;;
Honeycombe Hungryhorse;417 STAINES ROAD, Hounslow, TW4 5AR, United Kingdom;;1;1;1;;;;;;;1;
Pink Turban;439, Alexandra Avenue, Rayners Lane, Harrow, HA2 9SE, United Kingdom;;;1;;;;;;;;1;
The Crown Northolt;Ealing Road, Northolt, London, UB5 6AA, United Kingdom;;1;1;1;;;;;;;1;
Hounslow Conservative Club;Gresham Road, Hounslow, TW3 4BX, United Kingdom;;1;1;1;1;;;;;;1;
Oxford Circus Physiotherapy;33 Great Titchfield Street, London, United Kingdom;;;;;;;;;;;;
The Rifleman Pub Twickenham;7 Fourth cross road, Twickenham, TW2 5EL, United Kingdom;;1;1;1;;;;;;;;
Brouge at the Old Goat;241 Hampton Road, Twickenham, TW2 5NG, United Kingdom;;1;1;1;;;;;;;1;
Ragged School Museum;46-50 Copperfield Road, London, United Kingdom;;;;;;1;;;1;;;
The Venue;2-4 Clifton Rise, London, United Kingdom;;1;1;1;1;;;;;;;
Face Clinic London;10 Harley Street, London, United Kingdom;;;;;;;;;;;;
Lesnes Abbey Park;London, United Kingdom;1;;;;;;;;;1;;
Liquid Nightclub;108 South St, Romford, United Kingdom;;1;1;1;1;;;;;;;
Surbiton Raceway;Surbiton Town Sports Club, Riverhill Mews, Worcester Park, Surrey, United Kingdom;;;1;;;;1;;;;1;
Escape Pool Bar Uxbridge;233 High Street, Uxbridge, UB8 1LE, United Kingdom;;1;1;;;;1;;;;;
Harrow Skatepark;Harrow, United Kingdom;;;;;;;1;;;;;
The Gym Kingston;Eve House, Adams Walk, Eden Street, Kingston, London, United Kingdom;;;;;;;1;;;;;
Vue Westfield London;Westfield Shopping Town, White City, London, United Kingdom;;;;;;;;;;;;1
Banya No.1;17 Micawber Street, London, United Kingdom;;;1;;;;;;;;1;
LA Fitness - Northwood;22 Chestnut Avenue, Northwood, United Kingdom;;;;;;;1;;;;;
Frithwood Park;United Kingdom;1;;;;;;;;;1;;
Transformation Fitness;69 Bridge Street, Pinner, United Kingdom;;;;;;;1;;;;;
Odeon Cinemas Ltd;Great North Road, London, United Kingdom;;;;;;;;;;;;1
Barnet Football Club;Barnet Lane, Barnet - London, United Kingdom;;;;;;;1;;;;;
Oak Hill Park;Barnet, United Kingdom;1;;;;;;;;;1;;
LA Fitness - New Barnet;18 East Barnet Road, London, United Kingdom;;;;;;;1;;;;;
Grange Park;London, United Kingdom;1;;;;;;;;;1;;
BodySmooth Clinic;9 Argyll Street, London, United Kingdom;;;;;;;;;;;;
Cockfosters Football Club;Barnet, United Kingdom;;;;;;;1;;;;;
Aesthetic Virtue;2 Harley Street, London, United Kingdom;;;;;;;;;;;;
Cockfosters Bowling Club;Barnet, United Kingdom;;;;;;;1;;;;;
LA fitness Edgware;67-79 Station Road, London, United Kingdom;;;;;;;1;;;;;
www.artzetc.com;1A Selvage Lane, London, United Kingdom;;;;;;;;1;;;;
Zumba Northwood;Orion Court, 255 Hale Lane, Edgware, United Kingdom;;;;;;;1;;;;;
Natures du Monde Spa Clinic;64 Marchmont Street, London, United Kingdom;;;;;;;;;;;;
Mill Hill Park;London, United Kingdom;1;;;;;;;;;1;;
Barnet Burnt Oak Leisure Centre;Watling Avenue, Edgware, United Kingdom;;;;;;;1;;;;;
Sunny Hill Park;London, United Kingdom;1;;;;;;;;;1;;
LA Fitness - Finchley;East End Rd, London, United Kingdom;;;;;;;1;;;;;
Virgin Active - Mill Hill;34 Langstone Way, London, United Kingdom;;;;;;;1;;;;;
Mill Hill Rugby Club;London, United Kingdom;;;;;;;1;;;;;
angel therapy rooms;16b Essex Road, Islington, London, United Kingdom;;;;;;;;;;;;
Kimantra Urban Spa;5 Camden Passage, London, United Kingdom;;;;;;;;;;;;
Copthall Playing Fields;London, United Kingdom;;;;;;;1;;;;;
My Gravity Fitness & Dance;81 Church Road, London, United Kingdom;;;;;1;;1;;;;;
Park View Health Club;189-191 Ballards Lane, London, United Kingdom;;;;;;;1;;;;;
GIGI London Medical Aesthetics;10-12 Gaskin Street, London, United Kingdom;;;;;;;;;;;;
Air Powerplate and fitness studio;75A Russell Lane, London, Whetstone, United Kingdom;;;;;;;1;;;;;
Spa Nail;345 Upper Street, London, United Kingdom;;;;;;;;;;;;
Pumping Iron Gym;31 Oakleigh Road South, London, United Kingdom;;;;;;;1;;;;;
Grovelands Park;London, United Kingdom;1;;;;;;;;;1;;
Paramount Health & Fitness;316-322 Green Lanes, London, United Kingdom;;;;;;;1;;;;;
North London Fitness;Broomfield Park, Broomfield Lane, London, United Kingdom;;;;;;;1;;;;;
Finchley Lido Leisure Centre;London, United Kingdom;;;;;;;1;;;;;
Odeon Cinema Muswell Hill;Fortis Green Road, London, United Kingdom;;;;;;;;;;;;1
Pho Thai - Traditional Thai Therapy;Green Man Tower, 332A Goswell Road, London, United Kingdom;;;;;;;;;;;;
The Manor Health and Leisure: Muswell Hill;140 Fortis Green, United Kingdom;;;;;;;1;;;;;
Cha Cha Cha;20-22 Avenue Mews, London, United Kingdom;;1;1;1;1;;;;;;;
theLOCALgallery;14 Avenue Mews, London, United Kingdom;;;;;;;;1;;;;
Alexandra Park;London, United Kingdom;1;;;;;;;;;1;;
Cineworld Wood Green;Wood Green Shopping City, Noel Park Road, London, United Kingdom;;;;;;;;;;;;1
North London Boxing Club;Wood Green, Unit 2A, The Mews, Truro Road, London, United Kingdom;;;;;;;1;;;;;
easyGym Wood Green;The Mall, 98-100 High Road, London, United Kingdom;;;;;;;1;;;;;
Health Aroma;Thistle City Barbican Hotel, Central Street, London, United Kingdom;;;;;;;;;;;;
Active4Less Uxbridge;233 High St, Uxbridge, United Kingdom;;;;;;;1;;;;;
The Electric Lounge;120 High Street, Town Centre, Uxbridge, United Kingdom;;1;1;1;1;;;;;;;
Battle of Britain Bunker;Uxbridge, United Kingdom;;;;;;1;;;1;1;;
Sauna Bar;29 Endell Street, London, United Kingdom;;;;;;;;;;;;
Bessingby Playing Fields;United Kingdom;1;;;;;;;;;1;;
The Tardis Gymnasium;Sidmouth Drive, Ruislip, United Kingdom;;;;;;;1;;;;;
Cowley Hall Recreation Ground;Uxbridge, United Kingdom;1;;;;;;;;;1;;
Usurp Art Gallery & Studios;140 Vaughan Road, London, United Kingdom;;;;;;;;1;;;;
Old Lyonian Sports and Social Club;Harrow, United Kingdom;;;;;;;1;;;;;
Golds Gym Harrow;Manor Parade, Sheepcote Road, Harrow, United Kingdom;;;;;;;1;;;;;
Energie Fitness Club;Watford Road, Harrow, United Kingdom;;;;;;;1;;;;;
The Aveda Institute Salon And Spa;174-177 High Holborn, London, United Kingdom;;;;;;;;;;;;
Vale Farm Sports Ground;Wembley, United Kingdom;1;;;;;;;;;1;;
LA fitness Northolt;Rodwell Road, Northolt, United Kingdom;;;;;;;1;;;;;
Northolt & Greenford Country Park;United Kingdom;1;;;;;;;;;1;;
Beauty Box Nail Bar;9 Great Russell Street, London, United Kingdom;;;;;;;;;;;;
Parkland Natural Health Clinic;239 High Holborn, London, United Kingdom;;;;;;;;;;;;
Virgin Active - Stockley Park;The Arena Club, Stockley Park East, Uxbridge, United Kingdom;;;;;;;1;;;;;
Panthers Health Club;2 Point West Building, Packet Boat Lane, Cowley, Uxbridge, United Kingdom;;;;;;;1;;;;;
Brookside;United Kingdom;;;;;;;;;;1;;
Harmondsworth Moor;United Kingdom;1;;;;;;;;;1;;
Party Knightz;Mulberry Parade, West Drayton, United Kingdom;;1;1;1;1;;;;;;;
The Green;United Kingdom;1;;;;;;;;;1;;
Gold's Gym;54-62 Uxbridge Road, London, United Kingdom;;;;;;;1;;;;;
Southall Park;Boyd Avenue, Southall, United Kingdom;1;;;;;;;;;1;;
Perivale Park;United Kingdom;1;;;;;;;;;1;;
Brent Valley Park;London, United Kingdom;1;;;;;;;;;1;;
Spikes Bridge Park;West Avenue, Southall, United Kingdom;1;;;;;;;;;1;;
PM Gallery & House;Walpole Park, Mattock Lane, London, United Kingdom;;;1;;;1;;1;;;1;
The London Borough Of Ealing;Perceval House, 14-16 Uxbridge Road, London, United Kingdom;;;;;;;;;;1;;
Eden Fitness;Cavalier House, 46-50 Uxbridge Road, London, United Kingdom;;;;;;;1;;;;;
Gurnell Leisure Centre;Ruislip Road East, London, United Kingdom;;;;;;;1;;;;;
Virgin Active - Ealing;5th Floor, Ealing Broadway Centre, London, United Kingdom;;;;;;;1;;;;;
The Gym Ealing;96-122 Uxbridge Road, London, United Kingdom;;;;;;;1;;;;;
revive Health Club;Ealing, Western Avenue, Hanger Lane Gyratory System, United Kingdom;;;;;;;1;;;;;
Barclays Bank Sports;London, United Kingdom;;;;;;;1;;;;;
Ealing Conservative Bowling Green;London, United Kingdom;;;;;;;1;;;;;
Osterley Park and House;Jersey Road, Isleworth, United Kingdom;1;;;;;1;;;;1;;
